"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","p_adj"
"GO:0060324",0.55903077785358,0.771363075542166,3,5,"face development","BP",1
"GO:0050771",0.559095239377797,0.771314397450903,3,5,"negative regulation of axonogenesis","BP",1
"GO:0031648",0.559332791483587,0.771134951368503,3,5,"protein destabilization","BP",1
"GO:0045778",0.559603295581857,0.843193408441132,2,3,"positive regulation of ossification","BP",1
"GO:1904749",0.559621886754736,0.84318252496875,2,3,"regulation of protein localization to nucleolus","BP",1
"GO:1904751",0.559621886754736,0.84318252496875,2,3,"positive regulation of protein localization to nucleolus","BP",1
"GO:0009157",0.559647953288904,0.843167264416924,2,3,"deoxyribonucleoside monophosphate biosynthetic process","BP",1
"GO:0030901",0.559705887483614,0.84313334320865,2,3,"midbrain development","BP",1
"GO:0048663",0.559796050318884,0.843080541134781,2,3,"neuron fate commitment","BP",1
"GO:0010718",0.559824409672622,0.843063930377144,2,3,"positive regulation of epithelial to mesenchymal transition","BP",1
"GO:0006901",0.559900811709758,0.999999999999986,1,1,"vesicle coating","BP",1
"GO:0006903",0.559900811709758,0.999999999999986,1,1,"vesicle targeting","BP",1
"GO:0048199",0.559900811709758,0.999999999999986,1,1,"vesicle targeting, to, from or within Golgi","BP",1
"GO:0048207",0.559900811709758,0.999999999999986,1,1,"vesicle targeting, rough ER to cis-Golgi","BP",1
"GO:0048208",0.559900811709758,0.999999999999986,1,1,"COPII vesicle coating","BP",1
"GO:0099022",0.559900811709758,0.999999999999986,1,1,"vesicle tethering","BP",1
"GO:0032722",0.559978572217482,0.770646663486318,3,5,"positive regulation of chemokine production","BP",1
"GO:0035795",0.560060325521413,0.842925699315955,2,3,"negative regulation of mitochondrial membrane permeability","BP",1
"GO:0046902",0.560060325521413,0.842925699315955,2,3,"regulation of mitochondrial membrane permeability","BP",1
"GO:0090559",0.560060325521413,0.842925699315955,2,3,"regulation of membrane permeability","BP",1
"GO:1905709",0.560060325521413,0.842925699315955,2,3,"negative regulation of membrane permeability","BP",1
"GO:0003333",0.560080740327141,0.770569349467104,3,5,"amino acid transmembrane transport","BP",1
"GO:0006865",0.560080740327141,0.770569349467104,3,5,"amino acid transport","BP",1
"GO:0015807",0.560080740327141,0.770569349467104,3,5,"L-amino acid transport","BP",1
"GO:1902475",0.560080740327141,0.770569349467104,3,5,"L-alpha-amino acid transmembrane transport","BP",1
"GO:0030501",0.560084036394941,0.999999999999981,1,1,"positive regulation of bone mineralization","BP",1
"GO:0032459",0.560084036394941,0.999999999999981,1,1,"regulation of protein oligomerization","BP",1
