"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","p_adj"
"GO:0016796",1,1,1,1,"exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters","MF",1
"GO:0016798",1,1,11,11,"hydrolase activity, acting on glycosyl bonds","MF",1
"GO:0016799",1,1,4,4,"hydrolase activity, hydrolyzing N-glycosyl compounds","MF",1
"GO:0016801",1,1,1,1,"hydrolase activity, acting on ether bonds","MF",1
"GO:0016803",1,1,1,1,"ether hydrolase activity","MF",1
"GO:0016805",1,1,1,1,"dipeptidase activity","MF",1
"GO:0016810",1,1,3,3,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds","MF",1
"GO:0016812",1,1,1,1,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides","MF",1
"GO:0016814",1,1,2,2,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines","MF",1
"GO:0016817",1,1,56,56,"hydrolase activity, acting on acid anhydrides","MF",1
"GO:0016818",1,1,56,56,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides","MF",1
"GO:0016822",1,1,1,1,"hydrolase activity, acting on acid carbon-carbon bonds","MF",1
"GO:0016823",1,1,1,1,"hydrolase activity, acting on acid carbon-carbon bonds, in ketonic substances","MF",1
"GO:0016829",1,1,15,15,"lyase activity","MF",1
"GO:0016830",1,1,5,5,"carbon-carbon lyase activity","MF",1
"GO:0016831",1,1,2,2,"carboxy-lyase activity","MF",1
"GO:0016832",1,1,1,1,"aldehyde-lyase activity","MF",1
"GO:0016833",1,1,1,1,"oxo-acid-lyase activity","MF",1
"GO:0016835",1,1,5,5,"carbon-oxygen lyase activity","MF",1
"GO:0016836",1,1,3,3,"hydro-lyase activity","MF",1
"GO:0016846",1,1,2,2,"carbon-sulfur lyase activity","MF",1
"GO:0016849",1,1,3,3,"phosphorus-oxygen lyase activity","MF",1
"GO:0016853",1,1,7,7,"isomerase activity","MF",1
"GO:0016859",1,1,2,2,"cis-trans isomerase activity","MF",1
"GO:0016860",1,1,2,2,"intramolecular oxidoreductase activity","MF",1
"GO:0016861",1,1,2,2,"intramolecular oxidoreductase activity, interconverting aldoses and ketoses","MF",1
"GO:0016866",1,1,1,1,"intramolecular transferase activity","MF",1
"GO:0016874",1,1,7,7,"ligase activity","MF",1
"GO:0016875",1,1,2,2,"ligase activity, forming carbon-oxygen bonds","MF",1
"GO:0016877",1,1,3,3,"ligase activity, forming carbon-sulfur bonds","MF",1
"GO:0016878",1,1,3,3,"acid-thiol ligase activity","MF",1
"GO:0016887",1,1,28,28,"ATP hydrolysis activity","MF",1
"GO:0016891",1,1,1,1,"RNA endonuclease activity, producing 5'-phosphomonoesters","MF",1
"GO:0016893",1,1,1,1,"endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters","MF",1
"GO:0016895",1,1,1,1,"DNA exonuclease activity, producing 5'-phosphomonoesters","MF",1
"GO:0016896",1,1,1,1,"RNA exonuclease activity, producing 5'-phosphomonoesters","MF",1
"GO:0016903",1,1,2,2,"oxidoreductase activity, acting on the aldehyde or oxo group of donors","MF",1
"GO:0016918",1,1,2,2,"retinal binding","MF",1
"GO:0016922",1,1,9,9,"nuclear receptor binding","MF",1
"GO:0016936",1,1,1,1,"galactoside binding","MF",1
"GO:0016964",1,1,1,1,"alpha-2 macroglobulin receptor activity","MF",1
"GO:0016997",1,1,1,1,"alpha-sialidase activity","MF",1
"GO:0017017",1,1,4,4,"MAP kinase tyrosine/serine/threonine phosphatase activity","MF",1
"GO:0017018",1,1,10,10,"myosin phosphatase activity","MF",1
"GO:0017022",1,1,4,4,"myosin binding","MF",1
"GO:0017056",1,1,1,1,"structural constituent of nuclear pore","MF",1
"GO:0017069",1,1,3,3,"snRNA binding","MF",1
"GO:0017070",1,1,1,1,"U6 snRNA binding","MF",1
"GO:0017076",1,1,133,133,"purine nucleotide binding","MF",1
"GO:0017077",1,1,1,1,"oxidative phosphorylation uncoupler activity","MF",1
"GO:0017080",1,1,2,2,"sodium channel regulator activity","MF",1
"GO:0017081",1,1,2,2,"chloride channel regulator activity","MF",1
"GO:0017110",1,1,2,2,"nucleoside diphosphate phosphatase activity","MF",1
"GO:0017111",1,1,52,52,"ribonucleoside triphosphate phosphatase activity","MF",1
"GO:0017116",1,1,1,1,"single-stranded DNA helicase activity","MF",1
"GO:0017118",1,1,1,1,"lipoyltransferase activity","MF",1
"GO:0017124",1,1,5,5,"SH3 domain binding","MF",1
"GO:0017134",1,1,1,1,"fibroblast growth factor binding","MF",1
"GO:0017147",1,1,1,1,"Wnt-protein binding","MF",1
"GO:0017150",1,1,1,1,"tRNA dihydrouridine synthase activity","MF",1
"GO:0017166",1,1,1,1,"vinculin binding","MF",1
"GO:0017171",1,1,4,4,"serine hydrolase activity","MF",1
"GO:0017188",1,1,1,1,"aspartate N-acetyltransferase activity","MF",1
"GO:0018812",1,1,1,1,"3-hydroxyacyl-CoA dehydratase activity","MF",1
"GO:0019001",1,1,30,30,"guanyl nucleotide binding","MF",1
"GO:0019002",1,1,1,1,"GMP binding","MF",1
"GO:0019003",1,1,5,5,"GDP binding","MF",1
"GO:0019104",1,1,1,1,"DNA N-glycosylase activity","MF",1
"GO:0019135",1,1,1,1,"deoxyhypusine monooxygenase activity","MF",1
"GO:0019136",1,1,2,2,"deoxynucleoside kinase activity","MF",1
"GO:0019144",1,1,1,1,"ADP-sugar diphosphatase activity","MF",1
"GO:0019199",1,1,4,4,"transmembrane receptor protein kinase activity","MF",1
"GO:0019200",1,1,5,5,"carbohydrate kinase activity","MF",1
"GO:0019203",1,1,2,2,"carbohydrate phosphatase activity","MF",1
"GO:0019205",1,1,4,4,"nucleobase-containing compound kinase activity","MF",1
"GO:0019206",1,1,2,2,"nucleoside kinase activity","MF",1
"GO:0019207",1,1,15,15,"kinase regulator activity","MF",1
"GO:0019208",1,1,3,3,"phosphatase regulator activity","MF",1
"GO:0019209",1,1,8,8,"kinase activator activity","MF",1
"GO:0019210",1,1,4,4,"kinase inhibitor activity","MF",1
"GO:0019211",1,1,2,2,"phosphatase activator activity","MF",1
"GO:0019213",1,1,1,1,"deacetylase activity","MF",1
"GO:0019215",1,1,2,2,"intermediate filament binding","MF",1
"GO:0019239",1,1,2,2,"deaminase activity","MF",1
"GO:0019534",1,1,2,2,"toxin transmembrane transporter activity","MF",1
"GO:0019783",1,1,2,2,"ubiquitin-like protein peptidase activity","MF",1
"GO:0019787",1,1,17,17,"ubiquitin-like protein transferase activity","MF",1
"GO:0019789",1,1,1,1,"SUMO transferase activity","MF",1
"GO:0019829",1,1,2,2,"ATPase-coupled monoatomic cation transmembrane transporter activity","MF",1
"GO:0019834",1,1,1,1,"phospholipase A2 inhibitor activity","MF",1
"GO:0019838",1,1,4,4,"growth factor binding","MF",1
"GO:0019840",1,1,3,3,"isoprenoid binding","MF",1
"GO:0019842",1,1,6,6,"vitamin binding","MF",1
"GO:0019843",1,1,5,5,"rRNA binding","MF",1
"GO:0019855",1,1,1,1,"calcium channel inhibitor activity","MF",1
"GO:0019869",1,1,1,1,"chloride channel inhibitor activity","MF",1
"GO:0019887",1,1,11,11,"protein kinase regulator activity","MF",1
"GO:0019888",1,1,3,3,"protein phosphatase regulator activity","MF",1
"GO:0019894",1,1,1,1,"kinesin binding","MF",1
"GO:0019899",1,1,123,123,"enzyme binding","MF",1
"GO:0019900",1,1,45,45,"kinase binding","MF",1
"GO:0019901",1,1,39,39,"protein kinase binding","MF",1
"GO:0019902",1,1,7,7,"phosphatase binding","MF",1
"GO:0019903",1,1,5,5,"protein phosphatase binding","MF",1
"GO:0019904",1,1,25,25,"protein domain specific binding","MF",1
"GO:0019905",1,1,2,2,"syntaxin binding","MF",1
"GO:0019911",1,1,2,2,"structural constituent of myelin sheath","MF",1
"GO:0019955",1,1,11,11,"cytokine binding","MF",1
"GO:0019956",1,1,3,3,"chemokine binding","MF",1
"GO:0019957",1,1,3,3,"C-C chemokine binding","MF",1
"GO:0019960",1,1,1,1,"C-X3-C chemokine binding","MF",1
"GO:0019983",1,1,1,1,"interleukin-9 binding","MF",1
"GO:0020037",1,1,5,5,"heme binding","MF",1
"GO:0022803",1,1,12,12,"passive transmembrane transporter activity","MF",1
"GO:0022804",1,1,25,25,"active transmembrane transporter activity","MF",1
"GO:0022810",1,1,1,1,"membrane potential driven uniporter activity","MF",1
"GO:0022824",1,1,1,1,"transmitter-gated monoatomic ion channel activity","MF",1
"GO:0022832",1,1,4,4,"voltage-gated channel activity","MF",1
"GO:0022834",1,1,5,5,"ligand-gated channel activity","MF",1
"GO:0022835",1,1,1,1,"transmitter-gated channel activity","MF",1
"GO:0022836",1,1,7,7,"gated channel activity","MF",1
"GO:0022839",1,1,7,7,"monoatomic ion gated channel activity","MF",1
"GO:0022843",1,1,2,2,"voltage-gated monoatomic cation channel activity","MF",1
"GO:0022853",1,1,10,10,"active monoatomic ion transmembrane transporter activity","MF",1
"GO:0022857",1,1,45,45,"transmembrane transporter activity","MF",1
"GO:0022884",1,1,2,2,"macromolecule transmembrane transporter activity","MF",1
"GO:0022890",1,1,20,20,"inorganic cation transmembrane transporter activity","MF",1
"GO:0023023",1,1,3,3,"MHC protein complex binding","MF",1
"GO:0023024",1,1,1,1,"MHC class I protein complex binding","MF",1
"GO:0023026",1,1,2,2,"MHC class II protein complex binding","MF",1
"GO:0030023",1,1,1,1,"extracellular matrix constituent conferring elasticity","MF",1
"GO:0030145",1,1,1,1,"manganese ion binding","MF",1
"GO:0030159",1,1,3,3,"signaling receptor complex adaptor activity","MF",1
"GO:0030165",1,1,1,1,"PDZ domain binding","MF",1
"GO:0030169",1,1,1,1,"low-density lipoprotein particle binding","MF",1
"GO:0030215",1,1,1,1,"semaphorin receptor binding","MF",1
"GO:0030226",1,1,1,1,"apolipoprotein receptor activity","MF",1
"GO:0030228",1,1,4,4,"lipoprotein particle receptor activity","MF",1
"GO:0030229",1,1,1,1,"very-low-density lipoprotein particle receptor activity","MF",1
"GO:0030234",1,1,59,59,"enzyme regulator activity","MF",1
"GO:0030246",1,1,15,15,"carbohydrate binding","MF",1
"GO:0030247",1,1,2,2,"polysaccharide binding","MF",1
"GO:0030275",1,1,1,1,"LRR domain binding","MF",1
"GO:0030276",1,1,1,1,"clathrin binding","MF",1
"GO:0030280",1,1,1,1,"structural constituent of skin epidermis","MF",1
"GO:0030283",1,1,1,1,"testosterone dehydrogenase [NAD(P)] activity","MF",1
"GO:0030291",1,1,1,1,"protein serine/threonine kinase inhibitor activity","MF",1
"GO:0030295",1,1,7,7,"protein kinase activator activity","MF",1
"GO:0030296",1,1,3,3,"protein tyrosine kinase activator activity","MF",1
"GO:0030297",1,1,3,3,"transmembrane receptor protein tyrosine kinase activator activity","MF",1
"GO:0030331",1,1,3,3,"nuclear estrogen receptor binding","MF",1
"GO:0030332",1,1,1,1,"cyclin binding","MF",1
"GO:0030368",1,1,1,1,"interleukin-17 receptor activity","MF",1
"GO:0030369",1,1,1,1,"ICAM-3 receptor activity","MF",1
"GO:0030371",1,1,2,2,"translation repressor activity","MF",1
"GO:0030374",1,1,5,5,"nuclear receptor coactivator activity","MF",1
"GO:0030414",1,1,6,6,"peptidase inhibitor activity","MF",1
"GO:0030506",1,1,1,1,"ankyrin binding","MF",1
"GO:0030507",1,1,1,1,"spectrin binding","MF",1
"GO:0030515",1,1,7,7,"snoRNA binding","MF",1
"GO:0030527",1,1,8,8,"structural constituent of chromatin","MF",1
"GO:0030544",1,1,4,4,"Hsp70 protein binding","MF",1
"GO:0030545",1,1,12,12,"signaling receptor regulator activity","MF",1
"GO:0030546",1,1,12,12,"signaling receptor activator activity","MF",1
"GO:0030554",1,1,104,104,"adenyl nucleotide binding","MF",1
"GO:0030594",1,1,1,1,"neurotransmitter receptor activity","MF",1
"GO:0030619",1,1,1,1,"U1 snRNA binding","MF",1
"GO:0030620",1,1,1,1,"U2 snRNA binding","MF",1
"GO:0030627",1,1,1,1,"pre-mRNA 5'-splice site binding","MF",1
"GO:0030629",1,1,1,1,"U6 snRNA 3'-end binding","MF",1
"GO:0030674",1,1,21,21,"protein-macromolecule adaptor activity","MF",1
"GO:0030695",1,1,28,28,"GTPase regulator activity","MF",1
"GO:0030742",1,1,2,2,"GTP-dependent protein binding","MF",1
"GO:0030881",1,1,1,1,"beta-2-microglobulin binding","MF",1
"GO:0030882",1,1,5,5,"lipid antigen binding","MF",1
"GO:0030883",1,1,5,5,"endogenous lipid antigen binding","MF",1
"GO:0030884",1,1,5,5,"exogenous lipid antigen binding","MF",1
"GO:0030955",1,1,1,1,"potassium ion binding","MF",1
"GO:0030957",1,1,2,2,"Tat protein binding","MF",1
"GO:0030971",1,1,2,2,"receptor tyrosine kinase binding","MF",1
"GO:0030976",1,1,2,2,"thiamine pyrophosphate binding","MF",1
"GO:0030983",1,1,2,2,"mismatched DNA binding","MF",1
"GO:0031005",1,1,1,1,"filamin binding","MF",1
"GO:0031072",1,1,10,10,"heat shock protein binding","MF",1
"GO:0031267",1,1,17,17,"small GTPase binding","MF",1
"GO:0031369",1,1,2,2,"translation initiation factor binding","MF",1
"GO:0031386",1,1,1,1,"protein tag activity","MF",1
"GO:0031406",1,1,7,7,"carboxylic acid binding","MF",1
"GO:0031419",1,1,1,1,"cobalamin binding","MF",1
"GO:0031420",1,1,1,1,"alkali metal ion binding","MF",1
"GO:0031432",1,1,1,1,"titin binding","MF",1
"GO:0031434",1,1,2,2,"mitogen-activated protein kinase kinase binding","MF",1
"GO:0031435",1,1,1,1,"mitogen-activated protein kinase kinase kinase binding","MF",1
"GO:0031489",1,1,1,1,"myosin V binding","MF",1
"GO:0031490",1,1,9,9,"chromatin DNA binding","MF",1
"GO:0031491",1,1,2,2,"nucleosome binding","MF",1
"GO:0031492",1,1,2,2,"nucleosomal DNA binding","MF",1
"GO:0031559",1,1,1,1,"oxidosqualene cyclase activity","MF",1
"GO:0031593",1,1,1,1,"polyubiquitin modification-dependent protein binding","MF",1
"GO:0031624",1,1,2,2,"ubiquitin conjugating enzyme binding","MF",1
"GO:0031625",1,1,23,23,"ubiquitin protein ligase binding","MF",1
"GO:0031683",1,1,2,2,"G-protein beta/gamma-subunit complex binding","MF",1
"GO:0031701",1,1,1,1,"angiotensin receptor binding","MF",1
"GO:0031737",1,1,1,1,"CX3C chemokine receptor binding","MF",1
"GO:0031750",1,1,1,1,"D3 dopamine receptor binding","MF",1
"GO:0031862",1,1,1,1,"prostanoid receptor binding","MF",1
"GO:0031867",1,1,1,1,"EP4 subtype prostaglandin E2 receptor binding","MF",1
"GO:0031956",1,1,1,1,"medium-chain fatty acid-CoA ligase activity","MF",1
"GO:0031957",1,1,1,1,"very long-chain fatty acid-CoA ligase activity","MF",1
"GO:0031994",1,1,1,1,"insulin-like growth factor I binding","MF",1
"GO:0031995",1,1,1,1,"insulin-like growth factor II binding","MF",1
"GO:0031996",1,1,2,2,"thioesterase binding","MF",1
"GO:0032036",1,1,1,1,"myosin heavy chain binding","MF",1
"GO:0032050",1,1,1,1,"clathrin heavy chain binding","MF",1
"GO:0032182",1,1,4,4,"ubiquitin-like protein binding","MF",1
"GO:0032266",1,1,2,2,"phosphatidylinositol-3-phosphate binding","MF",1
"GO:0032356",1,1,1,1,"oxidized DNA binding","MF",1
"GO:0032357",1,1,1,1,"oxidized purine DNA binding","MF",1
"GO:0032393",1,1,1,1,"MHC class I receptor activity","MF",1
"GO:0032394",1,1,1,1,"MHC class Ib receptor activity","MF",1
"GO:0032395",1,1,1,1,"MHC class II receptor activity","MF",1
"GO:0032397",1,1,1,1,"activating MHC class I receptor activity","MF",1
"GO:0032404",1,1,1,1,"mismatch repair complex binding","MF",1
"GO:0032407",1,1,1,1,"MutSalpha complex binding","MF",1
"GO:0032450",1,1,1,1,"maltose alpha-glucosidase activity","MF",1
"GO:0032451",1,1,2,2,"demethylase activity","MF",1
"GO:0032452",1,1,1,1,"histone demethylase activity","MF",1
"GO:0032553",1,1,128,128,"ribonucleotide binding","MF",1
"GO:0032555",1,1,127,127,"purine ribonucleotide binding","MF",1
"GO:0032559",1,1,98,98,"adenyl ribonucleotide binding","MF",1
"GO:0032561",1,1,30,30,"guanyl ribonucleotide binding","MF",1
"GO:0032794",1,1,1,1,"GTPase activating protein binding","MF",1
"GO:0032813",1,1,4,4,"tumor necrosis factor receptor superfamily binding","MF",1
"GO:0032896",1,1,1,1,"palmitoyl-CoA 9-desaturase activity","MF",1
"GO:0032934",1,1,4,4,"sterol binding","MF",1
"GO:0032977",1,1,3,3,"membrane insertase activity","MF",1
"GO:0033149",1,1,1,1,"FFAT motif binding","MF",1
"GO:0033204",1,1,1,1,"ribonuclease P RNA binding","MF",1
"GO:0033218",1,1,22,22,"amide binding","MF",1
"GO:0033293",1,1,3,3,"monocarboxylic acid binding","MF",1
"GO:0033300",1,1,1,1,"dehydroascorbic acid transmembrane transporter activity","MF",1
"GO:0033549",1,1,4,4,"MAP kinase phosphatase activity","MF",1
"GO:0033550",1,1,4,4,"MAP kinase tyrosine phosphatase activity","MF",1
"GO:0033612",1,1,2,2,"receptor serine/threonine kinase binding","MF",1
"GO:0033691",1,1,2,2,"sialic acid binding","MF",1
"GO:0033764",1,1,1,1,"steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","MF",1
"GO:0033862",1,1,1,1,"UMP kinase activity","MF",1
"GO:0033885",1,1,1,1,"10-hydroxy-9-(phosphonooxy)octadecanoate phosphatase activity","MF",1
"GO:0034012",1,1,1,1,"FAD-AMP lyase (cyclizing) activity","MF",1
"GO:0034039",1,1,1,1,"8-oxo-7,8-dihydroguanine DNA N-glycosylase activity","MF",1
"GO:0034040",1,1,1,1,"ATPase-coupled lipid transmembrane transporter activity","MF",1
"GO:0034041",1,1,1,1,"ABC-type sterol transporter activity","MF",1
"GO:0034061",1,1,4,4,"DNA polymerase activity","MF",1
"GO:0034062",1,1,4,4,"5'-3' RNA polymerase activity","MF",1
"GO:0034185",1,1,2,2,"apolipoprotein binding","MF",1
"GO:0034212",1,1,4,4,"peptide N-acetyltransferase activity","MF",1
"GO:0034228",1,1,1,1,"ethanolamine transmembrane transporter activity","MF",1
"GO:0034246",1,1,1,1,"mitochondrial transcription factor activity","MF",1
"GO:0034353",1,1,1,1,"mRNA 5'-diphosphatase activity","MF",1
"GO:0034458",1,1,1,1,"3'-5' RNA helicase activity","MF",1
"GO:0034481",1,1,1,1,"chondroitin sulfotransferase activity","MF",1
"GO:0034511",1,1,2,2,"U3 snoRNA binding","MF",1
"GO:0034513",1,1,1,1,"box H/ACA snoRNA binding","MF",1
"GO:0034593",1,1,1,1,"phosphatidylinositol bisphosphate phosphatase activity","MF",1
"GO:0034595",1,1,1,1,"phosphatidylinositol phosphate 5-phosphatase activity","MF",1
"GO:0034596",1,1,1,1,"phosphatidylinositol phosphate 4-phosphatase activity","MF",1
"GO:0034713",1,1,2,2,"type I transforming growth factor beta receptor binding","MF",1
"GO:0034986",1,1,1,1,"iron chaperone activity","MF",1
"GO:0035005",1,1,1,1,"1-phosphatidylinositol-4-phosphate 3-kinase activity","MF",1
"GO:0035035",1,1,2,2,"histone acetyltransferase binding","MF",1
"GO:0035064",1,1,2,2,"methylated histone binding","MF",1
"GO:0035091",1,1,11,11,"phosphatidylinositol binding","MF",1
"GO:0035173",1,1,1,1,"histone kinase activity","MF",1
"GO:0035175",1,1,1,1,"histone H3S10 kinase activity","MF",1
"GO:0035198",1,1,4,4,"miRNA binding","MF",1
"GO:0035250",1,1,1,1,"UDP-galactosyltransferase activity","MF",1
"GO:0035251",1,1,1,1,"UDP-glucosyltransferase activity","MF",1
"GO:0035252",1,1,1,1,"UDP-xylosyltransferase activity","MF",1
"GO:0035259",1,1,1,1,"nuclear glucocorticoid receptor binding","MF",1
"GO:0035325",1,1,2,2,"Toll-like receptor binding","MF",1
"GO:0035374",1,1,2,2,"chondroitin sulfate binding","MF",1
"GO:0035485",1,1,1,1,"adenine/guanine mispair binding","MF",1
"GO:0035497",1,1,1,1,"cAMP response element binding","MF",1
"GO:0035514",1,1,1,1,"DNA demethylase activity","MF",1
"GO:0035515",1,1,1,1,"oxidative RNA demethylase activity","MF",1
"GO:0035516",1,1,1,1,"oxidative DNA demethylase activity","MF",1
"GO:0035591",1,1,5,5,"signaling adaptor activity","MF",1
"GO:0035613",1,1,2,2,"RNA stem-loop binding","MF",1
"GO:0035639",1,1,125,125,"purine ribonucleoside triphosphate binding","MF",1
"GO:0035662",1,1,1,1,"Toll-like receptor 4 binding","MF",1
"GO:0035925",1,1,1,1,"mRNA 3'-UTR AU-rich region binding","MF",1
"GO:0036002",1,1,5,5,"pre-mRNA binding","MF",1
"GO:0036041",1,1,2,2,"long-chain fatty acid binding","MF",1
"GO:0036094",1,1,157,157,"small molecule binding","MF",1
"GO:0036312",1,1,2,2,"phosphatidylinositol 3-kinase regulatory subunit binding","MF",1
"GO:0036384",1,1,1,1,"CDP phosphatase activity","MF",1
"GO:0036430",1,1,1,1,"CMP kinase activity","MF",1
"GO:0036431",1,1,1,1,"dCMP kinase activity","MF",1
"GO:0038023",1,1,41,41,"signaling receptor activity","MF",1
"GO:0038024",1,1,6,6,"cargo receptor activity","MF",1
"GO:0038025",1,1,1,1,"reelin receptor activity","MF",1
"GO:0042011",1,1,1,1,"interleukin-16 binding","MF",1
"GO:0042012",1,1,1,1,"interleukin-16 receptor activity","MF",1
"GO:0042043",1,1,1,1,"neurexin family protein binding","MF",1
"GO:0042054",1,1,1,1,"histone methyltransferase activity","MF",1
"GO:0042056",1,1,1,1,"chemoattractant activity","MF",1
"GO:0042083",1,1,1,1,"5,10-methylenetetrahydrofolate-dependent methyltransferase activity","MF",1
"GO:0042162",1,1,2,2,"telomeric DNA binding","MF",1
"GO:0042165",1,1,1,1,"neurotransmitter binding","MF",1
"GO:0042169",1,1,2,2,"SH2 domain binding","MF",1
"GO:0042277",1,1,20,20,"peptide binding","MF",1
"GO:0042285",1,1,1,1,"xylosyltransferase activity","MF",1
"GO:0042287",1,1,2,2,"MHC protein binding","MF",1
"GO:0042289",1,1,1,1,"MHC class II protein binding","MF",1
"GO:0042296",1,1,1,1,"ISG15 transferase activity","MF",1
"GO:0042301",1,1,1,1,"phosphate ion binding","MF",1
"GO:0042379",1,1,2,2,"chemokine receptor binding","MF",1
"GO:0042393",1,1,10,10,"histone binding","MF",1
"GO:0042577",1,1,1,1,"lipid phosphatase activity","MF",1
"GO:0042578",1,1,25,25,"phosphoric ester hydrolase activity","MF",1
"GO:0042605",1,1,2,2,"peptide antigen binding","MF",1
"GO:0042608",1,1,1,1,"T cell receptor binding","MF",1
"GO:0042609",1,1,1,1,"CD4 receptor binding","MF",1
"GO:0042625",1,1,2,2,"ATPase-coupled ion transmembrane transporter activity","MF",1
"GO:0042626",1,1,6,6,"ATPase-coupled transmembrane transporter activity","MF",1
"GO:0042802",1,1,108,108,"identical protein binding","MF",1
"GO:0042803",1,1,48,48,"protein homodimerization activity","MF",1
"GO:0042805",1,1,3,3,"actinin binding","MF",1
"GO:0042809",1,1,2,2,"nuclear vitamin D receptor binding","MF",1
"GO:0042813",1,1,1,1,"Wnt receptor activity","MF",1
"GO:0042826",1,1,4,4,"histone deacetylase binding","MF",1
"GO:0042887",1,1,1,1,"amide transmembrane transporter activity","MF",1
"GO:0042910",1,1,2,2,"xenobiotic transmembrane transporter activity","MF",1
"GO:0042923",1,1,1,1,"neuropeptide binding","MF",1
"GO:0042974",1,1,1,1,"nuclear retinoic acid receptor binding","MF",1
"GO:0042975",1,1,1,1,"peroxisome proliferator activated receptor binding","MF",1
"GO:0043014",1,1,3,3,"alpha-tubulin binding","MF",1
"GO:0043015",1,1,1,1,"gamma-tubulin binding","MF",1
"GO:0043021",1,1,11,11,"ribonucleoprotein complex binding","MF",1
"GO:0043022",1,1,9,9,"ribosome binding","MF",1
"GO:0043023",1,1,2,2,"ribosomal large subunit binding","MF",1
"GO:0043024",1,1,3,3,"ribosomal small subunit binding","MF",1
"GO:0043027",1,1,1,1,"cysteine-type endopeptidase inhibitor activity involved in apoptotic process","MF",1
"GO:0043028",1,1,1,1,"cysteine-type endopeptidase regulator activity involved in apoptotic process","MF",1
"GO:0043047",1,1,1,1,"single-stranded telomeric DNA binding","MF",1
"GO:0043120",1,1,1,1,"tumor necrosis factor binding","MF",1
"GO:0043130",1,1,4,4,"ubiquitin binding","MF",1
"GO:0043138",1,1,2,2,"3'-5' DNA helicase activity","MF",1
"GO:0043167",1,1,304,304,"ion binding","MF",1
"GO:0043168",1,1,146,146,"anion binding","MF",1
"GO:0043169",1,1,207,207,"cation binding","MF",1
"GO:0043175",1,1,5,5,"RNA polymerase core enzyme binding","MF",1
"GO:0043177",1,1,7,7,"organic acid binding","MF",1
"GO:0043178",1,1,3,3,"alcohol binding","MF",1
"GO:0043184",1,1,1,1,"vascular endothelial growth factor receptor 2 binding","MF",1
"GO:0043208",1,1,1,1,"glycosphingolipid binding","MF",1
"GO:0043225",1,1,2,2,"ATPase-coupled inorganic anion transmembrane transporter activity","MF",1
"GO:0043236",1,1,1,1,"laminin binding","MF",1
"GO:0043262",1,1,1,1,"ADP phosphatase activity","MF",1
"GO:0043273",1,1,1,1,"CTPase activity","MF",1
"GO:0043274",1,1,3,3,"phospholipase binding","MF",1
"GO:0043325",1,1,3,3,"phosphatidylinositol-3,4-bisphosphate binding","MF",1
"GO:0043394",1,1,3,3,"proteoglycan binding","MF",1
"GO:0043395",1,1,3,3,"heparan sulfate proteoglycan binding","MF",1
"GO:0043422",1,1,2,2,"protein kinase B binding","MF",1
"GO:0043423",1,1,1,1,"3-phosphoinositide-dependent protein kinase binding","MF",1
"GO:0043425",1,1,2,2,"bHLH transcription factor binding","MF",1
"GO:0043426",1,1,2,2,"MRF binding","MF",1
"GO:0043495",1,1,3,3,"protein-membrane adaptor activity","MF",1
"GO:0043522",1,1,1,1,"leucine zipper domain binding","MF",1
"GO:0043531",1,1,4,4,"ADP binding","MF",1
"GO:0043532",1,1,1,1,"angiostatin binding","MF",1
"GO:0043539",1,1,3,3,"protein serine/threonine kinase activator activity","MF",1
"GO:0043548",1,1,4,4,"phosphatidylinositol 3-kinase binding","MF",1
"GO:0043565",1,1,82,82,"sequence-specific DNA binding","MF",1
"GO:0043621",1,1,2,2,"protein self-association","MF",1
"GO:0043812",1,1,1,1,"phosphatidylinositol-4-phosphate phosphatase activity","MF",1
"GO:0043813",1,1,1,1,"phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity","MF",1
"GO:0043995",1,1,1,1,"histone H4K5 acetyltransferase activity","MF",1
"GO:0043996",1,1,1,1,"histone H4K8 acetyltransferase activity","MF",1
"GO:0043997",1,1,1,1,"histone H4K12 acetyltransferase activity","MF",1
"GO:0043998",1,1,1,1,"histone H2A acetyltransferase activity","MF",1
"GO:0044013",1,1,1,1,"histone H2B acetyltransferase activity","MF",1
"GO:0044183",1,1,3,3,"protein folding chaperone","MF",1
"GO:0044323",1,1,1,1,"retinoic acid-responsive element binding","MF",1
"GO:0044325",1,1,5,5,"transmembrane transporter binding","MF",1
"GO:0044389",1,1,23,23,"ubiquitin-like protein ligase binding","MF",1
"GO:0044390",1,1,2,2,"ubiquitin-like protein conjugating enzyme binding","MF",1
"GO:0044547",1,1,1,1,"DNA topoisomerase binding","MF",1
"GO:0044548",1,1,1,1,"S100 protein binding","MF",1
"GO:0044769",1,1,2,2,"ATPase activity, coupled to transmembrane movement of ions, rotational mechanism","MF",1
"GO:0044877",1,1,112,112,"protein-containing complex binding","MF",1
"GO:0045028",1,1,1,1,"G protein-coupled purinergic nucleotide receptor activity","MF",1
