"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","p_adj"
"GO:0030061",1,1,2,2,"mitochondrial crista","CC",1
"GO:0030062",1,1,1,1,"mitochondrial tricarboxylic acid cycle enzyme complex","CC",1
"GO:0030117",1,1,4,4,"membrane coat","CC",1
"GO:0030118",1,1,3,3,"clathrin coat","CC",1
"GO:0030119",1,1,1,1,"AP-type membrane coat adaptor complex","CC",1
"GO:0030120",1,1,2,2,"vesicle coat","CC",1
"GO:0030123",1,1,1,1,"AP-3 adaptor complex","CC",1
"GO:0030125",1,1,1,1,"clathrin vesicle coat","CC",1
"GO:0030126",1,1,1,1,"COPI vesicle coat","CC",1
"GO:0030131",1,1,1,1,"clathrin adaptor complex","CC",1
"GO:0030132",1,1,1,1,"clathrin coat of coated pit","CC",1
"GO:0030133",1,1,14,14,"transport vesicle","CC",1
"GO:0030134",1,1,3,3,"COPII-coated ER to Golgi transport vesicle","CC",1
"GO:0030135",1,1,15,15,"coated vesicle","CC",1
"GO:0030136",1,1,13,13,"clathrin-coated vesicle","CC",1
"GO:0030137",1,1,1,1,"COPI-coated vesicle","CC",1
"GO:0030139",1,1,19,19,"endocytic vesicle","CC",1
"GO:0030141",1,1,55,55,"secretory granule","CC",1
"GO:0030175",1,1,7,7,"filopodium","CC",1
"GO:0030286",1,1,3,3,"dynein complex","CC",1
"GO:0030289",1,1,1,1,"protein phosphatase 4 complex","CC",1
"GO:0030312",1,1,17,17,"external encapsulating structure","CC",1
"GO:0030424",1,1,29,29,"axon","CC",1
"GO:0030425",1,1,23,23,"dendrite","CC",1
"GO:0030426",1,1,7,7,"growth cone","CC",1
"GO:0030427",1,1,8,8,"site of polarized growth","CC",1
"GO:0030496",1,1,12,12,"midbody","CC",1
"GO:0030532",1,1,3,3,"small nuclear ribonucleoprotein complex","CC",1
"GO:0030658",1,1,6,6,"transport vesicle membrane","CC",1
"GO:0030659",1,1,63,63,"cytoplasmic vesicle membrane","CC",1
"GO:0030660",1,1,1,1,"Golgi-associated vesicle membrane","CC",1
"GO:0030662",1,1,12,12,"coated vesicle membrane","CC",1
"GO:0030663",1,1,1,1,"COPI-coated vesicle membrane","CC",1
"GO:0030665",1,1,11,11,"clathrin-coated vesicle membrane","CC",1
"GO:0030666",1,1,9,9,"endocytic vesicle membrane","CC",1
"GO:0030667",1,1,23,23,"secretory granule membrane","CC",1
"GO:0030669",1,1,5,5,"clathrin-coated endocytic vesicle membrane","CC",1
"GO:0030670",1,1,4,4,"phagocytic vesicle membrane","CC",1
"GO:0030672",1,1,3,3,"synaptic vesicle membrane","CC",1
"GO:0030677",1,1,1,1,"ribonuclease P complex","CC",1
"GO:0030681",1,1,1,1,"multimeric ribonuclease P complex","CC",1
"GO:0030684",1,1,15,15,"preribosome","CC",1
"GO:0030686",1,1,3,3,"90S preribosome","CC",1
"GO:0030688",1,1,3,3,"preribosome, small subunit precursor","CC",1
"GO:0030863",1,1,8,8,"cortical cytoskeleton","CC",1
"GO:0030864",1,1,6,6,"cortical actin cytoskeleton","CC",1
"GO:0030867",1,1,3,3,"rough endoplasmic reticulum membrane","CC",1
"GO:0030870",1,1,1,1,"Mre11 complex","CC",1
"GO:0030880",1,1,6,6,"RNA polymerase complex","CC",1
"GO:0030892",1,1,1,1,"mitotic cohesin complex","CC",1
"GO:0030896",1,1,1,1,"checkpoint clamp complex","CC",1
"GO:0030897",1,1,1,1,"HOPS complex","CC",1
"GO:0030964",1,1,5,5,"NADH dehydrogenase complex","CC",1
"GO:0030990",1,1,1,1,"intraciliary transport particle","CC",1
"GO:0030992",1,1,1,1,"intraciliary transport particle B","CC",1
"GO:0031011",1,1,2,2,"Ino80 complex","CC",1
"GO:0031012",1,1,17,17,"extracellular matrix","CC",1
"GO:0031045",1,1,1,1,"dense core granule","CC",1
"GO:0031074",1,1,2,2,"nucleocytoplasmic transport complex","CC",1
"GO:0031089",1,1,1,1,"platelet dense granule lumen","CC",1
"GO:0031090",1,1,204,204,"organelle membrane","CC",1
"GO:0031091",1,1,3,3,"platelet alpha granule","CC",1
"GO:0031092",1,1,1,1,"platelet alpha granule membrane","CC",1
"GO:0031093",1,1,2,2,"platelet alpha granule lumen","CC",1
"GO:0031143",1,1,2,2,"pseudopodium","CC",1
"GO:0031201",1,1,1,1,"SNARE complex","CC",1
"GO:0031209",1,1,1,1,"SCAR complex","CC",1
"GO:0031234",1,1,1,1,"extrinsic component of cytoplasmic side of plasma membrane","CC",1
"GO:0031248",1,1,7,7,"protein acetyltransferase complex","CC",1
"GO:0031252",1,1,24,24,"cell leading edge","CC",1
"GO:0031253",1,1,12,12,"cell projection membrane","CC",1
"GO:0031256",1,1,6,6,"leading edge membrane","CC",1
"GO:0031261",1,1,1,1,"DNA replication preinitiation complex","CC",1
"GO:0031262",1,1,1,1,"Ndc80 complex","CC",1
"GO:0031312",1,1,2,2,"extrinsic component of organelle membrane","CC",1
"GO:0031313",1,1,1,1,"extrinsic component of endosome membrane","CC",1
"GO:0031379",1,1,1,1,"RNA-directed RNA polymerase complex","CC",1
"GO:0031410",1,1,131,131,"cytoplasmic vesicle","CC",1
"GO:0031414",1,1,1,1,"N-terminal protein acetyltransferase complex","CC",1
"GO:0031416",1,1,1,1,"NatB complex","CC",1
"GO:0031422",1,1,1,1,"RecQ family helicase-topoisomerase III complex","CC",1
"GO:0031428",1,1,1,1,"box C/D RNP complex","CC",1
"GO:0031429",1,1,1,1,"box H/ACA snoRNP complex","CC",1
"GO:0031430",1,1,3,3,"M band","CC",1
"GO:0031461",1,1,8,8,"cullin-RING ubiquitin ligase complex","CC",1
"GO:0031462",1,1,1,1,"Cul2-RING ubiquitin ligase complex","CC",1
"GO:0031463",1,1,2,2,"Cul3-RING ubiquitin ligase complex","CC",1
"GO:0031464",1,1,1,1,"Cul4A-RING E3 ubiquitin ligase complex","CC",1
"GO:0031465",1,1,1,1,"Cul4B-RING E3 ubiquitin ligase complex","CC",1
"GO:0031499",1,1,1,1,"TRAMP complex","CC",1
"GO:0031501",1,1,1,1,"mannosyltransferase complex","CC",1
"GO:0031514",1,1,4,4,"motile cilium","CC",1
